"1967_NFL/AFL_Draft"
row	col	start	end	text	url	entity	entity_desc	old_entity	old_entity_desc
6	3	0	13	Montana State	http://en.wikipedia.org/wiki/Montana_State_University	Q1861687	Montana State University (Q1861687)	Q1861687	Montana State University (Q1861687)
7	3	0	13	Clark Atlanta	http://en.wikipedia.org/wiki/Clark_Atlanta_Panthers_football	Q4572296	Clark Atlanta University (Q4572296)	Q48834467	Clark Atlanta Panthers (Q48834467)
8	3	0	16	Western Michigan	http://en.wikipedia.org/wiki/1966_Western_Michigan_Broncos_football_team	Q1546191	Western Michigan University (Q1546191)	Q28444771	1966 Western Michigan Broncos football team (Q28444771)
9	3	0	14	Colorado State	http://en.wikipedia.org/wiki/Colorado_State_Rams_football	Q1111640	Colorado State University (Q1111640)	Q5148952	Colorado State Rams football (Q5148952)
10	3	0	5	Miami	http://en.wikipedia.org/wiki/1966_Miami_Hurricanes_football_team	Q738258	University of Miami (Q738258)	Q4572352	1966 Miami Hurricanes football team (Q4572352)
11	3	0	5	Allen	http://en.wikipedia.org/wiki/Allen_Yellow_Jackets_football	Q49041	Allen University (Q49041)	Q49041	Allen University (Q49041)
12	3	0	15	Bethune-Cookman	http://en.wikipedia.org/wiki/Bethune-Cookman_Wildcats_football	Q3298457	Bethune-Cookman University (Q3298457)	Q4898115	Bethune-Cookman Wildcats football (Q4898115)
13	3	0	15	San Diego State	http://en.wikipedia.org/wiki/1966_San_Diego_State_Aztecs_football_team	Q913861	San Diego State University (Q913861)	Q28451142	1966 San Diego State Aztecs football team (Q28451142)
14	3	0	7	Florida	http://en.wikipedia.org/wiki/1966_Florida_Gators_football_team	Q501758	University of Florida (Q501758)	Q20807531	1966 Florida Gators football team (Q20807531)
15	3	0	13	San Francisco	http://en.wikipedia.org/wiki/San_Francisco_Dons_football	Q1887879	University of San Francisco (Q1887879)	Q7413998	San Francisco Dons football (Q7413998)
