"List_of_A.S._Roma_players_(25–99_appearances)"
row	col	start	end	text	url	entity	entity_desc	old_entity	old_entity_desc
64	1	1	9	Paraguay	http://en.wikipedia.org/wiki/Paraguay_national_football_team	Q733	Paraguay (Q733)	Q172020	Paraguay national football team (Q172020)
65	1	1	7	Brazil	http://en.wikipedia.org/wiki/Brazil_national_football_team	Q155	Brazil (Q155)	Q83459	Brazil national football team (Q83459)
66	1	1	7	Brazil	http://en.wikipedia.org/wiki/Brazil_national_football_team	Q155	Brazil (Q155)	Q83459	Brazil national football team (Q83459)
67	1	1	14	United States	http://en.wikipedia.org/wiki/United_States_men%27s_national_soccer_team	Q30	United States of America (Q30)	Q164134	United States men's national soccer team (Q164134)
68	1	1	7	Brazil	http://en.wikipedia.org/wiki/Brazil_national_football_team	Q155	Brazil (Q155)	Q83459	Brazil national football team (Q83459)
69	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
70	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
71	1	1	7	Brazil	http://en.wikipedia.org/wiki/Brazil_national_football_team	Q155	Brazil (Q155)	Q83459	Brazil national football team (Q83459)
72	1	1	7	Greece	http://en.wikipedia.org/wiki/Greece_national_football_team	Q41	Greece (Q41)	Q134925	Greece national association football team (Q134925)
73	1	1	8	Morocco	http://en.wikipedia.org/wiki/Morocco_national_football_team	Q1028	Morocco (Q1028)	Q207337	Morocco national football team (Q207337)
74	1	1	12	Ivory Coast	http://en.wikipedia.org/wiki/Ivory_Coast_national_football_team	Q1008	Côte d'Ivoire (Q1008)	Q175145	Ivory Coast national football team (Q175145)
75	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
76	1	1	7	Serbia	http://en.wikipedia.org/wiki/Serbia_national_football_team	Q403	Serbia (Q403)	Q182740	Serbia national football team (Q182740)
77	1	1	7	Brazil	http://en.wikipedia.org/wiki/Brazil_national_football_team	Q155	Brazil (Q155)	Q83459	Brazil national football team (Q83459)
78	1	1	7	France	http://en.wikipedia.org/wiki/France_national_football_team	Q142	France (Q142)	Q47774	France national association football team (Q47774)
79	1	1	7	Greece	http://en.wikipedia.org/wiki/Greece_national_football_team	Q41	Greece (Q41)	Q134925	Greece national association football team (Q134925)
80	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
81	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
82	1	1	5	Mali	http://en.wikipedia.org/wiki/Mali_national_football_team	Q912	Mali (Q912)	Q211733	Mali national football team (Q211733)
83	1	1	10	Argentina	http://en.wikipedia.org/wiki/Argentina_national_football_team	Q414	Argentina (Q414)	Q79800	Argentina national football team (Q79800)
84	1	1	10	Argentina	http://en.wikipedia.org/wiki/Argentina_national_football_team	Q414	Argentina (Q414)	Q79800	Argentina national football team (Q79800)
85	1	1	7	France	http://en.wikipedia.org/wiki/France_national_football_team	Q142	France (Q142)	Q47774	France national association football team (Q47774)
86	1	1	6	Spain	http://en.wikipedia.org/wiki/Spain_national_football_team	Q29	Spain (Q29)	Q42267	Spain national association football team (Q42267)
87	1	1	6	Egypt	http://en.wikipedia.org/wiki/Egypt_national_football_team	Q79	Egypt (Q79)	Q28089	Egypt national football team (Q28089)
88	1	1	7	Poland	http://en.wikipedia.org/wiki/Poland_national_football_team	Q36	Poland (Q36)	Q166196	Poland national association football team (Q166196)
89	1	1	8	Germany	http://en.wikipedia.org/wiki/Germany_national_football_team	Q183	Germany (Q183)	Q43310	Germany national association football team (Q43310)
90	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
90	1	9	15	Brazil	http://en.wikipedia.org/wiki/Brazil_national_football_team	Q155	Brazil (Q155)	Q83459	Brazil national football team (Q83459)
91	1	1	7	Brazil	http://en.wikipedia.org/wiki/Brazil_national_football_team	Q155	Brazil (Q155)	Q83459	Brazil national football team (Q83459)
92	1	1	7	Brazil	http://en.wikipedia.org/wiki/Brazil_national_football_team	Q155	Brazil (Q155)	Q83459	Brazil national football team (Q83459)
93	1	1	7	Brazil	http://en.wikipedia.org/wiki/Brazil_national_football_team	Q155	Brazil (Q155)	Q83459	Brazil national football team (Q83459)
94	1	1	7	Brazil	http://en.wikipedia.org/wiki/Brazil_national_football_team	Q155	Brazil (Q155)	Q83459	Brazil national football team (Q83459)
95	1	1	15	Czech Republic	http://en.wikipedia.org/wiki/Czech_Republic_national_football_team	Q213	Czech Republic (Q213)	Q483868	Czech Republic national association football team (Q483868)
96	1	1	7	Turkey	http://en.wikipedia.org/wiki/Turkey_national_football_team	Q43	Turkey (Q43)	Q483856	Turkey national association football team (Q483856)
97	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
98	1	1	12	Netherlands	http://en.wikipedia.org/wiki/Netherlands_national_football_team	Q55	Netherlands (Q55)	Q47050	Netherlands national association football team (Q47050)
99	1	1	7	France	http://en.wikipedia.org/wiki/France_national_football_team	Q142	France (Q142)	Q47774	France national association football team (Q47774)
