"2018_Angelique_Kerber_tennis_season"
row	col	start	end	text	url	entity	entity_desc	old_entity	old_entity_desc
17	1	0	10	WTA Finals	http://en.wikipedia.org/wiki/2018_WTA_Finals	Q220347	WTA Finals (Q220347)	Q46828953	2018 WTA Finals (Q46828953)
0	3	0	7	Premier	http://en.wikipedia.org/wiki/WTA_Premier_tournaments	Q6165939	WTA Premier tournament (Q6165939)	Q41000	WTA Premier series (Q41000)
1	3	0	10	Grand Slam	http://en.wikipedia.org/wiki/Grand_Slam_(tennis)	Q102113	Grand Slam of tennis (Q102113)	Q102113	Grand Slam of tennis (Q102113)
2	3	0	9	Premier 5	http://en.wikipedia.org/wiki/WTA_Premier_tournaments	Q6165941	WTA Premier Five (Q6165941)	Q41000	WTA Premier series (Q41000)
3	3	0	7	Premier	http://en.wikipedia.org/wiki/WTA_Premier_tournaments	Q6165939	WTA Premier tournament (Q6165939)	Q41000	WTA Premier series (Q41000)
4	3	0	17	Premier Mandatory	http://en.wikipedia.org/wiki/WTA_Premier_tournaments	Q2160076	WTA Premier Mandatory (Q2160076)	Q41000	WTA Premier series (Q41000)
5	3	0	17	Premier Mandatory	http://en.wikipedia.org/wiki/WTA_Premier_tournaments	Q2160076	WTA Premier Mandatory (Q2160076)	Q41000	WTA Premier series (Q41000)
6	3	0	7	Premier	http://en.wikipedia.org/wiki/WTA_Premier_tournaments	Q6165939	WTA Premier tournament (Q6165939)	Q41000	WTA Premier series (Q41000)
7	3	0	9	Premier 5	http://en.wikipedia.org/wiki/WTA_Premier_tournaments	Q6165941	WTA Premier Five (Q6165941)	Q41000	WTA Premier series (Q41000)
8	3	0	10	Grand Slam	http://en.wikipedia.org/wiki/Grand_Slam_(tennis)	Q102113	Grand Slam of tennis (Q102113)	Q102113	Grand Slam of tennis (Q102113)
9	3	0	13	International	http://en.wikipedia.org/wiki/WTA_International_Tournaments	Q681194	WTA International tournaments (Q681194)	Q681194	WTA International tournaments (Q681194)
10	3	0	7	Premier	http://en.wikipedia.org/wiki/WTA_Premier_tournaments	Q6165939	WTA Premier tournament (Q6165939)	Q41000	WTA Premier series (Q41000)
11	3	0	10	Grand Slam	http://en.wikipedia.org/wiki/Grand_Slam_(tennis)	Q102113	Grand Slam of tennis (Q102113)	Q102113	Grand Slam of tennis (Q102113)
12	3	0	9	Premier 5	http://en.wikipedia.org/wiki/WTA_Premier_tournaments	Q6165941	WTA Premier Five (Q6165941)	Q41000	WTA Premier series (Q41000)
13	3	0	9	Premier 5	http://en.wikipedia.org/wiki/WTA_Premier_tournaments	Q6165941	WTA Premier Five (Q6165941)	Q41000	WTA Premier series (Q41000)
14	3	0	10	Grand Slam	http://en.wikipedia.org/wiki/Grand_Slam_(tennis)	Q102113	Grand Slam of tennis (Q102113)	Q102113	Grand Slam of tennis (Q102113)
15	3	0	9	Premier 5	http://en.wikipedia.org/wiki/WTA_Premier_tournaments	Q6165941	WTA Premier Five (Q6165941)	Q41000	WTA Premier series (Q41000)
16	3	0	17	Premier Mandatory	http://en.wikipedia.org/wiki/WTA_Premier_tournaments	Q2160076	WTA Premier Mandatory (Q2160076)	Q41000	WTA Premier series (Q41000)
17	3	0	10	WTA Finals	http://en.wikipedia.org/wiki/WTA_Finals	Q220347	WTA Finals (Q220347)	Q220347	WTA Finals (Q220347)
